station_uid,live_provider_key,provider,source_system,station_type,station_type_label,provider_station_id,station_name,state,county,river_basin,huc,elevation_ft,latitude,longitude,lat_lon,record_start_date,record_start_year,record_end_date,record_end_year,period_of_record,station_status,nrcs_site_num,nrcs_station_triplet,nrcs_shef_id,cdec_id,operator_agency,owner_agency,official_station_url,official_data_url,source_metadata_url
NRCS_snotel_498,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,498,Granite Peak,NV,Humboldt,,160401090601,8500,41.67032,-117.5667,"41.670320, -117.566700",1980-10-01,1980,,,1980–present,active,498,498:NV:SNTL,GRPN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=498,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=498,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_503,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,503,Green Mountain,NV,Elko,,160401030401,8180,40.3848,-115.5276,"40.384800, -115.527600",1980-10-01,1980,,,1980–present,active,503,503:NV:SNTL,GRMN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=503,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=503,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_527,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,527,Hole-in-Mountain,NV,Elko,,160600071602,8170,40.94168,-115.0954,"40.941680, -115.095400",1981-10-01,1981,,,1981–present,active,527,527:NV:SNTL,HIMN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=527,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=527,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_548,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,548,Jack Creek Upper,NV,Elko,,170501050201,7380,41.54675,-116.0052,"41.546750, -116.005200",1978-10-01,1978,,,1978–present,active,548,548:NV:SNTL,JCUN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=548,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=548,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_549,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,549,Jacks Peak,NV,Elko,,170501050201,8440,41.5136,-116.0117,"41.513600, -116.011700",1981-10-01,1981,,,1981–present,active,549,549:NV:SNTL,JAPN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=549,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=549,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1211,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1211,Jakes Creek,NV,Elko,,170402130308,7380,41.5687,-115.0324,"41.568700, -115.032400",2011-12-23,2011,,,2011–present,active,1211,1211:NV:SNTL,JAKN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1211,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1211,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1150,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1150,Kalamazoo,NV,White Pine,,160600080700,7740,39.5579,-114.6276,"39.557900, -114.627600",2011-10-01,2011,,,2011–present,active,1150,1150:NV:SNTL,KALN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1150,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1150,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_569,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,569,Lamance Creek,NV,Humboldt,,160401090603,6390,41.51542,-117.632,"41.515420, -117.632000",1980-10-01,1980,,,1980–present,active,569,569:NV:SNTL,LMCN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=569,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=569,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_570,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,570,Lamoille #3,NV,Elko,,160401010607,8040,40.6448,-115.3812,"40.644800, -115.381200",1980-10-01,1980,,,1980–present,active,570,570:NV:SNTL,LMLN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=570,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=570,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1310,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1310,Lamoille Upper,NV,Elko,,160401010607,8990,40.59965,-115.379,"40.599650, -115.379000",2022-08-10,2022,,,2022–present,active,1310,1310:NV:SNTL,,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1310,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1310,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_573,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,573,Laurel Draw,NV,Elko,,170501040202,6680,41.77637,-116.0296,"41.776370, -116.029600",1979-10-01,1979,,,1979–present,active,573,573:NV:SNTL,LADN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=573,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=573,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1112,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1112,Lee Canyon,NV,Clark,,150100150206,8620,36.30537,-115.6751,"36.305370, -115.675100",2008-10-01,2008,,,2008–present,active,1112,1112:NV:SNTL,LCAN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1112,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1112,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1006,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1006,Lewis Peak,NV,Lander,,160401070903,7370,40.3572,-116.8647,"40.357200, -116.864700",2000-10-01,2000,,,2000–present,active,1006,1006:NV:SNTL,LWPN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1006,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1006,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1242,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1242,Little Valley,NV,Washoe,,160501020301,6500,39.25259,-119.8771,"39.252590, -119.877100",2013-10-01,2013,,,2013–present,active,1242,1242:NV:SNTL,LTVN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1242,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1242,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_615,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,615,Marlette Lake,NV,Carson City,,160501010201,7860,39.16395,-119.8967,"39.163950, -119.896700",1978-10-01,1978,,,1978–present,active,615,615:NV:SNTL,MRLN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=615,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=615,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1207,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1207,Merritt Mountain,NV,Elko,,170501020601,6920,41.8927,-115.858,"41.892700, -115.858000",2011-12-23,2011,,,2011–present,active,1207,1207:NV:SNTL,MERN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1207,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1207,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1206,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1206,Midas,NV,Elko,,160401060402,6630,41.26873,-116.8033,"41.268730, -116.803300",2011-12-23,2011,,,2011–present,active,1206,1206:NV:SNTL,MDSN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1206,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1206,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_652,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,652,Mt Rose Ski Area,NV,Washoe,,160501020304,8810,39.31573,-119.8947,"39.315730, -119.894700",1980-10-01,1980,,,1980–present,active,652,652:NV:SNTL,MRSN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=652,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=652,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1272,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1272,ONeil Creek,NV,Elko,,170402130106,6490,41.86411,-115.0825,"41.864110, -115.082500",2018-06-07,2018,,,2018–present,active,1272,1272:NV:SNTL,ONLN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1272,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1272,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1244,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1244,Pole Canyon,NV,Elko,,160600071101,7760,40.86293,-115.1207,"40.862930, -115.120700",2013-10-01,2013,,,2013–present,active,1244,1244:NV:SNTL,POLN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1244,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1244,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_698,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,698,Pole Creek R.S.,NV,Elko,,170501021002,8370,41.87255,-115.2471,"41.872550, -115.247100",1977-02-01,1977,,,1977–present,active,698,698:NV:SNTL,PRSN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=698,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=698,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_2170,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,2170,Porter Canyon,NV,Lander,,160600020102,7190,39.46544,-117.6207,"39.465440, -117.620700",2009-10-22,2009,,,2009–present,active,2170,2170:NV:SNTL,PRTN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2170,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2170,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1110,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1110,Rainbow Canyon,NV,Clark,,150100150301,7840,36.2493,-115.6297,"36.249300, -115.629700",2008-10-01,2008,,,2008–present,active,1110,1110:NV:SNTL,RACN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1110,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1110,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_746,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,746,Seventysix Creek,NV,Elko,,170501020108,7360,41.73732,-115.4722,"41.737320, -115.472200",1978-10-01,1978,,,1978–present,active,746,746:NV:SNTL,SSCN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=746,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=746,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_750,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,750,Sheldon,NV,Washoe,,171200080106,5860,41.90435,-119.4446,"41.904350, -119.444600",1988-10-01,1988,,,1988–present,active,750,750:NV:SNTL,SHEN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=750,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=750,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1205,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1205,Silver Creek Nv,NV,White Pine,,160203010806,8220,39.23305,-114.2429,"39.233050, -114.242900",2011-12-22,2011,,,2011–present,active,1205,1205:NV:SNTL,SILN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1205,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1205,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1208,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1208,Snowstorm Mtn,NV,Elko,,160401090203,7410,41.33981,-116.9804,"41.339810, -116.980400",2011-12-23,2011,,,2011–present,active,1208,1208:NV:SNTL,SSMN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1208,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1208,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1203,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1203,Stag Mountain,NV,Elko,,170501020101,7640,41.408,-115.4464,"41.408000, -115.446400",2011-12-23,2011,,,2011–present,active,1203,1203:NV:SNTL,STGN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1203,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1203,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1194,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1194,Summit Lk,NV,Humboldt,,160402021301,7600,41.48953,-118.9966,"41.489530, -118.996600",2011-10-01,2011,,,2011–present,active,1194,1194:NV:SNTL,MTLN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1194,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1194,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_811,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,811,Taylor Canyon,NV,Elko,,170501050105,6320,41.2287,-116.0293,"41.228700, -116.029300",1980-10-01,1980,,,1980–present,active,811,811:NV:SNTL,TACN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=811,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=811,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1202,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1202,Tent Mtn Lower,NV,Elko,,160401010704,7100,40.97852,-115.1721,"40.978520, -115.172100",2011-12-23,2011,,,2011–present,active,1202,1202:NV:SNTL,TMLN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1202,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1202,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1136,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1136,Toe Jam,NV,Elko,,160401060202,7700,41.3187,-116.3408,"41.318700, -116.340800",2009-10-01,2009,,,2009–present,active,1136,1136:NV:SNTL,TJMN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1136,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1136,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1137,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1137,Vacarro Springs,NV,Eureka,,160600051503,7890,39.4495,-115.9834,"39.449500, -115.983400",2011-10-01,2011,,,2011–present,active,1137,1137:NV:SNTL,VCSN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1137,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1137,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_849,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,849,Ward Mountain,NV,White Pine,,150100110105,9170,39.13242,-114.9557,"39.132420, -114.955700",1980-10-01,1980,,,1980–present,active,849,849:NV:SNTL,WDMN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=849,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=849,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1147,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1147,Wheeler Peak,NV,White Pine,,160203010801,10070,39.00995,-114.3102,"39.009950, -114.310200",2010-10-01,2010,,,2010–present,active,1147,1147:NV:SNTL,WHPN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1147,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1147,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1213,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1213,White River Nv,NV,White Pine,,150100110302,7370,38.94557,-115.3792,"38.945570, -115.379200",2011-12-23,2011,,,2011–present,active,1213,1213:NV:SNTL,WHRN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1213,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1213,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_302,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,302,Aneroid Lake #2,OR,Wallowa,,170601050101,7430,45.21332,-117.1926,"45.213320, -117.192600",1980-10-01,1980,,,1980–present,active,302,302:OR:SNTL,ANRO3,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=302,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=302,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1000,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1000,Annie Springs,OR,Klamath,,180102030101,6020,42.87007,-122.1652,"42.870070, -122.165200",2000-09-01,2000,,,2000–present,active,1000,1000:OR:SNTL,ANSO3,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1000,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1000,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_304,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,304,Arbuckle Mtn,OR,Morrow,,170702020604,5770,45.19085,-119.2539,"45.190850, -119.253900",1978-10-01,1978,,,1978–present,active,304,304:OR:SNTL,ARBO3,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=304,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=304,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1166,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1166,Bear Grass,OR,Linn,,170900040203,4720,44.3253,-122.0938,"44.325300, -122.093800",2011-07-18,2011,,,2011–present,active,1166,1166:OR:SNTL,BKSO3,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1166,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1166,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_331,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,331,Beaver Reservoir,OR,Union,,170601040301,5140,45.14532,-118.219,"45.145320, -118.219000",1979-10-01,1979,,,1979–present,active,331,331:OR:SNTL,BVRO3,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=331,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=331,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_341,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,341,Big Red Mountain,OR,Jackson,,171003090301,6060,42.05257,-122.8549,"42.052570, -122.854900",1979-10-01,1979,,,1979–present,active,341,341:OR:SNTL,BRMO3,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=341,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=341,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_343,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,343,Bigelow Camp,OR,Josephine,,171003090105,5130,42.07875,-123.3439,"42.078750, -123.343900",1979-10-01,1979,,,1979–present,active,343,343:OR:SNTL,BGCO3,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=343,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=343,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_344,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,344,Billie Creek Divide,OR,Klamath,,180102030201,5280,42.40717,-122.2662,"42.407170, -122.266200",1978-10-01,1978,,,1978–present,active,344,344:OR:SNTL,BCDO3,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=344,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=344,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_351,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,351,Blazed Alder,OR,Clackamas,,170800010102,3660,45.4287,-121.856,"45.428700, -121.856000",1979-10-01,1979,,,1979–present,active,351,351:OR:SNTL,BLAO3,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=351,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=351,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_357,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,357,Blue Mountain Spring,OR,Grant,,170501160104,5880,44.24767,-118.5172,"44.247670, -118.517200",1978-10-01,1978,,,1978–present,active,357,357:OR:SNTL,BLPO3,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=357,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=357,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_361,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,361,Bourne,OR,Baker,,170502030101,5850,44.83052,-118.1879,"44.830520, -118.187900",1978-10-01,1978,,,1978–present,active,361,361:OR:SNTL,BORO3,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=361,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=361,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_362,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,362,Bowman Springs,OR,Umatilla,,170701030401,4550,45.36428,-118.4671,"45.364280, -118.467100",1978-10-01,1978,,,1978–present,active,362,362:OR:SNTL,BMSO3,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=362,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=362,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
